,year,points,oRebounds,dRebounds,assists,steals,blocks,turnovers,PF,fgMade,threeMade,dq,mpg,ppg,apg,rpg,spg,bpg,pfpg,fg%,3p%,ft%,orpg,drpg,percentage_pointsFromFieldGoal,percentage_pointsFromFreeThrow,height,weight,coachStint,coachWon,coachLost,coach W/L Ratio,playoff,o_fga,o_fta,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,homeW_ratio,awayW_ratio,min,o_fg%,o_ft%,o_3p%,d_fg%,d_ft%,d_3p%,confID_EA,confID_WE,tmID_encoded,playerID_encoded,coachID_encoded
17,10,96,32,38,9,9,7,24,57,35,4,0,11.3125,3.0,0.28125,2.1875,0.28125,0.21875,1.78125,32.71028037383177,21.052631578947366,66.66666666666666,1.0,1.1875,32.29166666666667,22.916666666666664,75.0,175.0,0,18,16,1.125,1,2428,755,374,404,855,1259,547,741,329,590,121,2861,996,2363,624,807,181,530,353,821,1174,615,700,347,601,133,2797,0.706,0.353,6950,44.85,75.36,30.48,42.15,77.32,34.15,True,False,0,261,36
18,10,146,3,13,34,13,1,26,32,45,18,0,14.583333333333334,6.083333333333333,1.4166666666666667,0.6666666666666666,0.5416666666666666,0.0416666666666666,1.3333333333333333,40.909090909090914,36.0,82.6086956521739,0.125,0.5416666666666666,18.493150684931507,26.02739726027397,66.0,143.0,0,18,16,1.125,1,2428,755,374,404,855,1259,547,741,329,590,121,2861,996,2363,624,807,181,530,353,821,1174,615,700,347,601,133,2797,0.706,0.353,6950,44.85,75.36,30.48,42.15,77.32,34.15,True,False,0,268,36
19,10,102,19,60,127,18,3,54,44,36,6,0,20.794117647058822,3.0,3.735294117647059,2.323529411764706,0.5294117647058824,0.088235294117647,1.2941176470588236,38.70967741935484,20.0,77.41935483870968,0.5588235294117647,1.7647058823529411,29.411764705882355,23.52941176470588,69.0,147.0,0,18,16,1.125,1,2428,755,374,404,855,1259,547,741,329,590,121,2861,996,2363,624,807,181,530,353,821,1174,615,700,347,601,133,2797,0.706,0.353,6950,44.85,75.36,30.48,42.15,77.32,34.15,True,False,0,272,36
20,10,443,72,182,51,68,22,64,105,184,0,2,27.38235294117647,13.029411764705882,1.5,7.470588235294118,2.0,0.6470588235294118,3.088235294117647,50.68870523415978,0.0,74.25742574257426,2.117647058823529,5.352941176470588,41.534988713318285,16.93002257336343,76.0,175.0,0,18,16,1.125,1,2428,755,374,404,855,1259,547,741,329,590,121,2861,996,2363,624,807,181,530,353,821,1174,615,700,347,601,133,2797,0.706,0.353,6950,44.85,75.36,30.48,42.15,77.32,34.15,True,False,0,286,36
21,10,435,35,70,71,74,12,72,92,160,15,2,21.61764705882353,12.794117647058824,2.088235294117647,3.088235294117647,2.176470588235294,0.3529411764705882,2.7058823529411766,47.61904761904761,29.411764705882355,74.07407407407408,1.0294117647058822,2.0588235294117645,33.33333333333333,22.988505747126435,73.0,160.0,0,18,16,1.125,1,2428,755,374,404,855,1259,547,741,329,590,121,2861,996,2363,624,807,181,530,353,821,1174,615,700,347,601,133,2797,0.706,0.353,6950,44.85,75.36,30.48,42.15,77.32,34.15,True,False,0,312,36
22,10,131,20,30,33,12,2,31,37,50,8,0,11.970588235294118,3.852941176470588,0.9705882352941176,1.4705882352941178,0.3529411764705882,0.0588235294117647,1.088235294117647,40.98360655737705,29.629629629629623,88.46153846153845,0.5882352941176471,0.8823529411764706,32.06106870229007,17.557251908396946,69.0,140.0,0,18,16,1.125,1,2428,755,374,404,855,1259,547,741,329,590,121,2861,996,2363,624,807,181,530,353,821,1174,615,700,347,601,133,2797,0.706,0.353,6950,44.85,75.36,30.48,42.15,77.32,34.15,True,False,0,323,36
23,10,16,7,9,4,3,2,9,12,5,0,0,8.909090909090908,1.4545454545454546,0.3636363636363636,1.4545454545454546,0.2727272727272727,0.1818181818181818,1.0909090909090908,35.714285714285715,0.0,60.0,0.6363636363636364,0.8181818181818182,31.25,37.5,69.0,133.0,0,18,16,1.125,1,2428,755,374,404,855,1259,547,741,329,590,121,2861,996,2363,624,807,181,530,353,821,1174,615,700,347,601,133,2797,0.706,0.353,6950,44.85,75.36,30.48,42.15,77.32,34.15,True,False,0,382,36
24,10,185,40,105,17,15,17,39,73,67,0,0,14.794117647058824,5.441176470588236,0.5,4.264705882352941,0.4411764705882353,0.5,2.147058823529412,47.85714285714286,0.0,76.11940298507463,1.1764705882352942,3.088235294117647,36.21621621621622,27.56756756756757,77.0,158.0,0,18,16,1.125,1,2428,755,374,404,855,1259,547,741,329,590,121,2861,996,2363,624,807,181,530,353,821,1174,615,700,347,601,133,2797,0.706,0.353,6950,44.85,75.36,30.48,42.15,77.32,34.15,True,False,0,440,36
25,10,39,2,15,35,9,1,12,28,12,7,0,23.4,3.9,3.5,1.7,0.9,0.1,2.8,40.0,41.17647058823529,80.0,0.2,1.5,12.82051282051282,20.51282051282051,72.0,169.0,0,18,16,1.125,1,2428,755,374,404,855,1259,547,741,329,590,121,2861,996,2363,624,807,181,530,353,821,1174,615,700,347,601,133,2797,0.706,0.353,6950,44.85,75.36,30.48,42.15,77.32,34.15,True,False,0,466,36
26,10,30,6,8,5,6,1,9,9,9,1,0,6.636363636363637,2.727272727272727,0.4545454545454545,1.2727272727272727,0.5454545454545454,0.0909090909090909,0.8181818181818182,33.33333333333333,20.0,64.70588235294117,0.5454545454545454,0.7272727272727273,26.666666666666668,36.66666666666666,74.0,166.0,0,18,16,1.125,1,2428,755,374,404,855,1259,547,741,329,590,121,2861,996,2363,624,807,181,530,353,821,1174,615,700,347,601,133,2797,0.706,0.353,6950,44.85,75.36,30.48,42.15,77.32,34.15,True,False,0,548,36
27,1,76,20,36,14,8,3,28,72,29,0,1,13.724137931034482,2.6206896551724137,0.4827586206896552,1.9310344827586208,0.2758620689655172,0.1034482758620689,2.4827586206896552,40.27777777777778,0.0,85.71428571428571,0.6896551724137931,1.2413793103448276,38.15789473684211,23.684210526315788,76.0,180.0,0,8,24,0.3333333333333333,0,1903,577,386,305,630,935,551,713,222,496,90,2186,879,1930,533,716,138,423,326,664,990,596,596,259,426,123,2429,0.312,0.188,6475,42.67,74.7,33.94,45.54,74.44,32.62,True,False,1,34,18
28,1,51,16,18,5,5,0,17,24,19,0,0,9.227272727272728,2.3181818181818183,0.2272727272727272,1.5454545454545454,0.2272727272727272,0.0,1.0909090909090908,38.775510204081634,0.0,68.42105263157895,0.7272727272727273,0.8181818181818182,37.25490196078432,25.49019607843137,74.0,169.0,0,8,24,0.3333333333333333,0,1903,577,386,305,630,935,551,713,222,496,90,2186,879,1930,533,716,138,423,326,664,990,596,596,259,426,123,2429,0.312,0.188,6475,42.67,74.7,33.94,45.54,74.44,32.62,True,False,1,59,18
29,1,139,21,24,10,10,1,16,30,41,11,0,26.916666666666668,11.583333333333334,0.8333333333333334,3.75,0.8333333333333334,0.0833333333333333,2.5,39.42307692307692,34.375,76.66666666666667,1.75,2.0,21.58273381294964,33.093525179856115,73.0,185.0,0,8,24,0.3333333333333333,0,1903,577,386,305,630,935,551,713,222,496,90,2186,879,1930,533,716,138,423,326,664,990,596,596,259,426,123,2429,0.312,0.188,6475,42.67,74.7,33.94,45.54,74.44,32.62,True,False,1,137,18
30,1,92,26,37,10,8,6,17,68,32,0,0,9.482758620689657,3.1724137931034484,0.3448275862068966,2.1724137931034484,0.2758620689655172,0.2068965517241379,2.3448275862068964,43.83561643835616,0.0,65.11627906976744,0.896551724137931,1.2758620689655171,34.78260869565217,30.434782608695656,78.0,240.0,0,8,24,0.3333333333333333,0,1903,577,386,305,630,935,551,713,222,496,90,2186,879,1930,533,716,138,423,326,664,990,596,596,259,426,123,2429,0.312,0.188,6475,42.67,74.7,33.94,45.54,74.44,32.62,True,False,1,138,18
31,1,39,8,15,14,5,1,25,33,16,5,0,8.192307692307692,1.5,0.5384615384615384,0.8846153846153846,0.1923076923076923,0.0384615384615384,1.2692307692307692,28.57142857142857,22.727272727272727,40.0,0.3076923076923077,0.5769230769230769,28.205128205128204,5.128205128205128,67.0,173.0,0,8,24,0.3333333333333333,0,1903,577,386,305,630,935,551,713,222,496,90,2186,879,1930,533,716,138,423,326,664,990,596,596,259,426,123,2429,0.312,0.188,6475,42.67,74.7,33.94,45.54,74.44,32.62,True,False,1,207,18
32,1,26,0,4,11,4,0,9,3,9,2,0,13.0,4.333333333333333,1.8333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.5,52.94117647058824,40.0,100.0,0.0,0.6666666666666666,26.923076923076923,23.07692307692308,69.0,146.0,0,8,24,0.3333333333333333,0,1903,577,386,305,630,935,551,713,222,496,90,2186,879,1930,533,716,138,423,326,664,990,596,596,259,426,123,2429,0.312,0.188,6475,42.67,74.7,33.94,45.54,74.44,32.62,True,False,1,240,18
33,1,19,0,5,2,0,1,4,5,8,2,0,6.0,2.111111111111111,0.2222222222222222,0.5555555555555556,0.0,0.1111111111111111,0.5555555555555556,42.10526315789473,33.33333333333333,50.0,0.0,0.5555555555555556,31.57894736842105,5.263157894736842,73.0,180.0,0,8,24,0.3333333333333333,0,1903,577,386,305,630,935,551,713,222,496,90,2186,879,1930,533,716,138,423,326,664,990,596,596,259,426,123,2429,0.312,0.188,6475,42.67,74.7,33.94,45.54,74.44,32.62,True,False,1,249,18
34,1,357,60,145,64,30,24,59,112,138,8,3,28.53333333333333,11.9,2.1333333333333333,6.833333333333333,1.0,0.8,3.733333333333333,46.0,36.36363636363637,82.95454545454545,2.0,4.833333333333333,36.41456582633053,20.44817927170868,74.0,190.0,0,8,24,0.3333333333333333,0,1903,577,386,305,630,935,551,713,222,496,90,2186,879,1930,533,716,138,423,326,664,990,596,596,259,426,123,2429,0.312,0.188,6475,42.67,74.7,33.94,45.54,74.44,32.62,True,False,1,298,18
35,1,211,45,55,29,14,9,51,47,86,0,1,21.379310344827587,7.275862068965517,1.0,3.4482758620689653,0.4827586206896552,0.3103448275862069,1.6206896551724137,47.77777777777778,0.0,54.16666666666666,1.5517241379310345,1.896551724137931,40.75829383886256,18.48341232227488,71.0,150.0,0,8,24,0.3333333333333333,0,1903,577,386,305,630,935,551,713,222,496,90,2186,879,1930,533,716,138,423,326,664,990,596,596,259,426,123,2429,0.312,0.188,6475,42.67,74.7,33.94,45.54,74.44,32.62,True,False,1,396,18
36,1,156,29,77,55,15,17,48,88,56,24,2,21.966666666666665,5.2,1.8333333333333333,3.533333333333333,0.5,0.5666666666666667,2.933333333333333,35.22012578616352,31.57894736842105,80.0,0.9666666666666668,2.566666666666667,20.51282051282051,12.82051282051282,70.0,145.0,0,8,24,0.3333333333333333,0,1903,577,386,305,630,935,551,713,222,496,90,2186,879,1930,533,716,138,423,326,664,990,596,596,259,426,123,2429,0.312,0.188,6475,42.67,74.7,33.94,45.54,74.44,32.62,True,False,1,429,18
37,1,282,21,56,190,37,1,91,80,94,29,1,34.34375,8.8125,5.9375,2.40625,1.15625,0.03125,2.5,37.15415019762846,32.95454545454545,87.83783783783784,0.65625,1.75,23.04964539007092,23.04964539007092,66.0,134.0,0,8,24,0.3333333333333333,0,1903,577,386,305,630,935,551,713,222,496,90,2186,879,1930,533,716,138,423,326,664,990,596,596,259,426,123,2429,0.312,0.188,6475,42.67,74.7,33.94,45.54,74.44,32.62,True,False,1,444,18
38,1,565,35,101,121,55,23,86,77,214,38,0,35.09375,17.65625,3.78125,4.25,1.71875,0.71875,2.40625,46.220302375809936,35.84905660377358,73.88059701492537,1.09375,3.15625,31.150442477876105,17.52212389380531,70.0,158.0,0,8,24,0.3333333333333333,0,1903,577,386,305,630,935,551,713,222,496,90,2186,879,1930,533,716,138,423,326,664,990,596,596,259,426,123,2429,0.312,0.188,6475,42.67,74.7,33.94,45.54,74.44,32.62,True,False,1,452,18
39,1,173,24,57,26,31,4,32,74,70,12,0,17.9375,5.40625,0.8125,2.53125,0.96875,0.125,2.3125,44.303797468354425,48.0,75.0,0.75,1.78125,33.52601156069364,12.13872832369942,71.0,145.0,0,8,24,0.3333333333333333,0,1903,577,386,305,630,935,551,713,222,496,90,2186,879,1930,533,716,138,423,326,664,990,596,596,259,426,123,2429,0.312,0.188,6475,42.67,74.7,33.94,45.54,74.44,32.62,True,False,1,483,18
40,2,12,3,12,14,6,0,17,8,2,0,0,5.666666666666667,0.6666666666666666,0.7777777777777778,0.8333333333333334,0.3333333333333333,0.0,0.4444444444444444,12.5,0.0,80.0,0.1666666666666666,0.6666666666666666,16.666666666666664,66.66666666666666,67.0,125.0,0,18,14,1.2857142857142858,1,1780,528,428,309,639,948,467,605,217,474,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,0.688,0.438,6500,41.91,77.65,35.75,39.65,76.69,30.89,True,False,1,12,16
41,2,0,2,0,0,0,0,1,0,0,0,0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,70.0,139.0,0,18,14,1.2857142857142858,1,1780,528,428,309,639,948,467,605,217,474,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,0.688,0.438,6500,41.91,77.65,35.75,39.65,76.69,30.89,True,False,1,60,16
42,2,100,11,32,30,14,6,40,49,34,5,0,16.90909090909091,4.545454545454546,1.3636363636363635,1.9545454545454544,0.6363636363636364,0.2727272727272727,2.227272727272727,34.0,22.727272727272727,72.97297297297297,0.5,1.4545454545454546,29.0,27.0,70.0,160.0,0,18,14,1.2857142857142858,1,1780,528,428,309,639,948,467,605,217,474,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,0.688,0.438,6500,41.91,77.65,35.75,39.65,76.69,30.89,True,False,1,135,16
43,2,191,48,65,14,10,5,36,60,66,14,0,19.46875,5.96875,0.4375,3.53125,0.3125,0.15625,1.875,41.77215189873418,45.16129032258064,71.42857142857143,1.5,2.03125,27.225130890052355,23.56020942408377,73.0,185.0,0,18,14,1.2857142857142858,1,1780,528,428,309,639,948,467,605,217,474,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,0.688,0.438,6500,41.91,77.65,35.75,39.65,76.69,30.89,True,False,1,137,16
44,2,54,8,27,4,1,5,10,23,18,0,0,8.222222222222221,3.0,0.2222222222222222,1.9444444444444444,0.0555555555555555,0.2777777777777778,1.2777777777777777,42.85714285714285,0.0,85.71428571428571,0.4444444444444444,1.5,33.33333333333333,33.33333333333333,78.0,240.0,0,18,14,1.2857142857142858,1,1780,528,428,309,639,948,467,605,217,474,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,0.688,0.438,6500,41.91,77.65,35.75,39.65,76.69,30.89,True,False,1,138,16
45,2,365,55,98,46,29,10,59,86,126,55,1,31.46875,11.40625,1.4375,4.78125,0.90625,0.3125,2.6875,37.5,32.73809523809524,92.06349206349206,1.71875,3.0625,19.45205479452055,15.890410958904113,71.0,168.0,0,18,14,1.2857142857142858,1,1780,528,428,309,639,948,467,605,217,474,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,0.688,0.438,6500,41.91,77.65,35.75,39.65,76.69,30.89,True,False,1,142,16
46,2,163,34,87,17,16,16,41,95,63,0,2,19.33333333333333,5.433333333333334,0.5666666666666667,4.033333333333333,0.5333333333333333,0.5333333333333333,3.1666666666666665,50.0,0.0,64.91228070175438,1.1333333333333333,2.9,38.65030674846626,22.699386503067483,77.0,180.0,0,18,14,1.2857142857142858,1,1780,528,428,309,639,948,467,605,217,474,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,0.688,0.438,6500,41.91,77.65,35.75,39.65,76.69,30.89,True,False,1,289,16
47,2,55,11,17,14,9,0,9,14,22,7,0,8.653846153846153,2.1153846153846154,0.5384615384615384,1.0769230769230769,0.3461538461538461,0.0,0.5384615384615384,38.59649122807017,36.84210526315789,80.0,0.4230769230769231,0.6538461538461539,27.27272727272727,7.272727272727272,70.0,140.0,0,18,14,1.2857142857142858,1,1780,528,428,309,639,948,467,605,217,474,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,0.688,0.438,6500,41.91,77.65,35.75,39.65,76.69,30.89,True,False,1,324,16
48,2,171,36,65,50,16,13,41,73,57,10,1,22.6,5.7,1.6666666666666667,3.3666666666666667,0.5333333333333333,0.4333333333333333,2.433333333333333,39.04109589041096,31.25,73.4375,1.2,2.1666666666666665,27.485380116959064,27.485380116959064,70.0,145.0,0,18,14,1.2857142857142858,1,1780,528,428,309,639,948,467,605,217,474,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,0.688,0.438,6500,41.91,77.65,35.75,39.65,76.69,30.89,True,False,1,429,16
49,2,298,11,60,179,52,1,100,54,107,33,0,36.0,9.3125,5.59375,2.21875,1.625,0.03125,1.6875,38.07829181494662,37.07865168539326,89.47368421052632,0.34375,1.875,24.83221476510068,17.114093959731544,66.0,134.0,0,18,14,1.2857142857142858,1,1780,528,428,309,639,948,467,605,217,474,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,0.688,0.438,6500,41.91,77.65,35.75,39.65,76.69,30.89,True,False,1,444,16
50,2,450,39,98,88,43,19,70,59,179,29,0,31.4375,14.0625,2.75,4.28125,1.34375,0.59375,1.84375,48.37837837837838,44.61538461538462,79.74683544303798,1.21875,3.0625,33.33333333333333,14.000000000000002,70.0,158.0,0,18,14,1.2857142857142858,1,1780,528,428,309,639,948,467,605,217,474,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,0.688,0.438,6500,41.91,77.65,35.75,39.65,76.69,30.89,True,False,1,452,16
