tmID,year,playerID,stint,GP,GS,minutes,points,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade,dq,mpg,ppg,apg,rpg,spg,bpg,topg,pfpg,fg%,3p%,ft%,orpg,drpg,pos,height,weight,college,collegeOther,birthDate,age,award,coachID,coachStint,coachWon,coachLost,coach W/L Ratio,confID,seed,results,playoff,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,opptmDRB,win_ratio,homeW_ratio,awayW_ratio,min
ATL,9,nnamach01w,0,12,0,84,16,6,6,12,2,5,0,4,11,26,6,3,2,11,2,0,7.0,1.3333333333333333,0.1666666666666666,1.0,0.4166666666666667,0.0,0.3333333333333333,0.9166666666666666,23.07692307692308,18.181818181818183,66.66666666666666,0.5,0.5,G,72.0,156.0,Georgia Tech,,1985-06-15,38.32,,meadoma99w,0,4,30,0.1333333333333333,EA,7,label0,N,895,2258,542,725,202,598,340,737,1077,492,796,285,593,142,2534,1014,2254,679,918,172,502,401,864,1265,684,726,310,561,134,2879,0,0.118,0.059,0.176,6825
ATL,9,strotan01w,0,21,0,160,39,5,8,13,7,5,3,3,17,34,12,12,8,19,7,0,7.619047619047619,1.8571428571428568,0.3333333333333333,0.6190476190476191,0.238095238095238,0.1428571428571428,0.1428571428571428,0.8095238095238095,35.294117647058826,36.84210526315789,66.66666666666666,0.238095238095238,0.3809523809523809,G-F,75.0,166.0,Connecticut,,1983-12-11,39.83,,meadoma99w,0,4,30,0.1333333333333333,EA,7,label0,N,895,2258,542,725,202,598,340,737,1077,492,796,285,593,142,2534,1014,2254,679,918,172,502,401,864,1265,684,726,310,561,134,2879,0,0.118,0.059,0.176,6825
ATL,9,terryka01w,2,20,8,275,92,27,37,64,10,10,11,37,52,76,36,33,20,0,0,0,13.75,4.6,0.5,3.2,0.5,0.55,1.85,2.6,47.368421052631575,0.0,60.60606060606061,1.35,1.85,C-F,75.0,183.0,Georgia Tech,,1983-10-21,39.97,,meadoma99w,0,4,30,0.1333333333333333,EA,7,label0,N,895,2258,542,725,202,598,340,737,1077,492,796,285,593,142,2534,1014,2254,679,918,172,502,401,864,1265,684,726,310,561,134,2879,0,0.118,0.059,0.176,6825
ATL,9,youngta01w,0,33,15,745,240,44,95,139,41,30,10,59,97,240,80,97,67,40,13,2,22.57575757575757,7.272727272727272,1.2424242424242424,4.212121212121212,0.9090909090909092,0.303030303030303,1.7878787878787878,2.9393939393939394,33.33333333333333,32.5,69.0721649484536,1.3333333333333333,2.878787878787879,F,74.0,166.0,James Madison,,1986-10-30,36.95,,meadoma99w,0,4,30,0.1333333333333333,EA,7,label0,N,895,2258,542,725,202,598,340,737,1077,492,796,285,593,142,2534,1014,2254,679,918,172,502,401,864,1265,684,726,310,561,134,2879,0,0.118,0.059,0.176,6825
ATL,10,castriz01w,0,34,33,915,488,20,55,75,67,36,2,83,75,445,184,91,71,142,49,0,26.91176470588235,14.352941176470589,1.9705882352941173,2.2058823529411766,1.0588235294117647,0.0588235294117647,2.4411764705882355,2.2058823529411766,41.34831460674157,34.50704225352113,78.02197802197803,0.5882352941176471,1.6176470588235294,F-G,72.0,140.0,,,1982-03-13,41.58,,meadoma99w,0,18,16,1.125,EA,2,label1,Y,1089,2428,569,755,114,374,404,855,1259,547,741,329,590,121,2861,996,2363,624,807,181,530,353,821,1174,615,700,347,601,133,2797,0,0.529,0.706,0.353,6950
ATL,10,desouer01w,0,34,34,928,402,119,190,309,38,32,44,70,117,322,170,95,62,0,0,1,27.294117647058822,11.823529411764708,1.1176470588235294,9.088235294117649,0.9411764705882352,1.2941176470588236,2.0588235294117645,3.4411764705882355,52.79503105590062,0.0,65.26315789473685,3.5,5.588235294117647,F-C,77.0,190.0,,,1982-03-03,41.61,,meadoma99w,0,18,16,1.125,EA,2,label1,Y,1089,2428,569,755,114,374,404,855,1259,547,741,329,590,121,2861,996,2363,624,807,181,530,353,821,1174,615,700,347,601,133,2797,0,0.529,0.706,0.353,6950
ATL,10,holdsch01w,0,25,25,708,348,29,80,109,56,34,7,74,60,319,132,93,78,30,6,0,28.32,13.92,2.24,4.36,1.36,0.28,2.96,2.4,41.37931034482759,20.0,83.87096774193549,1.16,3.2,F,74.0,172.0,Tennessee,,1977-08-09,46.17,,meadoma99w,0,18,16,1.125,EA,2,label1,Y,1089,2428,569,755,114,374,404,855,1259,547,741,329,590,121,2861,996,2363,624,807,181,530,353,821,1174,615,700,347,601,133,2797,0,0.529,0.706,0.353,6950
ATL,10,lacyje01w,0,32,0,362,96,32,38,70,9,9,7,24,57,107,35,33,22,19,4,0,11.3125,3.0,0.28125,2.1875,0.28125,0.21875,0.75,1.78125,32.71028037383177,21.052631578947366,66.66666666666666,1.0,1.1875,F,75.0,175.0,Pepperdine,,1983-03-21,40.56,,meadoma99w,0,18,16,1.125,EA,2,label1,Y,1089,2428,569,755,114,374,404,855,1259,547,741,329,590,121,2861,996,2363,624,807,181,530,353,821,1174,615,700,347,601,133,2797,0,0.529,0.706,0.353,6950
ATL,10,lattaiv01w,0,24,0,350,146,3,13,16,34,13,1,26,32,110,45,46,38,50,18,0,14.583333333333334,6.083333333333333,1.4166666666666667,0.6666666666666666,0.5416666666666666,0.0416666666666666,1.0833333333333333,1.3333333333333333,40.909090909090914,36.0,82.6086956521739,0.125,0.5416666666666666,G,66.0,143.0,North Carolina,,1984-09-24,39.04,,meadoma99w,0,18,16,1.125,EA,2,label1,Y,1089,2428,569,755,114,374,404,855,1259,547,741,329,590,121,2861,996,2363,624,807,181,530,353,821,1174,615,700,347,601,133,2797,0,0.529,0.706,0.353,6950
ATL,10,lehnish01w,0,34,20,707,102,19,60,79,127,18,3,54,44,93,36,31,24,30,6,0,20.794117647058822,3.0,3.735294117647059,2.323529411764706,0.5294117647058824,0.088235294117647,1.588235294117647,1.2941176470588236,38.70967741935484,20.0,77.41935483870968,0.5588235294117647,1.7647058823529411,G,69.0,147.0,Kansas State,,1986-10-27,36.96,,meadoma99w,0,18,16,1.125,EA,2,label1,Y,1089,2428,569,755,114,374,404,855,1259,547,741,329,590,121,2861,996,2363,624,807,181,530,353,821,1174,615,700,347,601,133,2797,0,0.529,0.706,0.353,6950
ATL,10,lyttlsa01w,0,34,31,931,443,72,182,254,51,68,22,64,105,363,184,101,75,1,0,2,27.38235294117647,13.029411764705882,1.5,7.470588235294118,2.0,0.6470588235294118,1.8823529411764703,3.088235294117647,50.68870523415978,0.0,74.25742574257426,2.117647058823529,5.352941176470588,F,76.0,175.0,Houston,,1983-09-20,40.06,,meadoma99w,0,18,16,1.125,EA,2,label1,Y,1089,2428,569,755,114,374,404,855,1259,547,741,329,590,121,2861,996,2363,624,807,181,530,353,821,1174,615,700,347,601,133,2797,0,0.529,0.706,0.353,6950
ATL,10,mccouan01w,0,34,10,735,435,35,70,105,71,74,12,72,92,336,160,135,100,51,15,2,21.61764705882353,12.794117647058824,2.088235294117647,3.088235294117647,2.176470588235294,0.3529411764705882,2.117647058823529,2.7058823529411766,47.61904761904761,29.411764705882355,74.07407407407408,1.0294117647058822,2.0588235294117645,F,73.0,160.0,Louisville,,1986-09-10,37.08,ROTY,meadoma99w,0,18,16,1.125,EA,2,label1,Y,1089,2428,569,755,114,374,404,855,1259,547,741,329,590,121,2861,996,2363,624,807,181,530,353,821,1174,615,700,347,601,133,2797,0,0.529,0.706,0.353,6950
ATL,10,milleco01w,0,34,5,407,131,20,30,50,33,12,2,31,37,122,50,26,23,27,8,0,11.970588235294118,3.852941176470588,0.9705882352941176,1.4705882352941178,0.3529411764705882,0.0588235294117647,0.9117647058823528,1.088235294117647,40.98360655737705,29.629629629629623,88.46153846153845,0.5882352941176471,0.8823529411764706,G,69.0,140.0,Georgia,,1978-09-06,45.1,,meadoma99w,0,18,16,1.125,EA,2,label1,Y,1089,2428,569,755,114,374,404,855,1259,547,741,329,590,121,2861,996,2363,624,807,181,530,353,821,1174,615,700,347,601,133,2797,0,0.529,0.706,0.353,6950
ATL,10,pricear01w,2,11,0,98,16,7,9,16,4,3,2,9,12,14,5,10,6,0,0,0,8.909090909090908,1.4545454545454546,0.3636363636363636,1.4545454545454546,0.2727272727272727,0.1818181818181818,0.8181818181818182,1.0909090909090908,35.714285714285715,0.0,60.0,0.6363636363636364,0.8181818181818182,G-F,69.0,133.0,Mississippi,,1985-04-03,38.52,,meadoma99w,0,18,16,1.125,EA,2,label1,Y,1089,2428,569,755,114,374,404,855,1259,547,741,329,590,121,2861,996,2363,624,807,181,530,353,821,1174,615,700,347,601,133,2797,0,0.529,0.706,0.353,6950
ATL,10,snowmi01w,0,34,2,503,185,40,105,145,17,15,17,39,73,140,67,67,51,2,0,0,14.794117647058824,5.441176470588236,0.5,4.264705882352941,0.4411764705882353,0.5,1.1470588235294117,2.147058823529412,47.85714285714286,0.0,76.11940298507463,1.1764705882352942,3.088235294117647,C,77.0,158.0,Tennessee,,1980-03-20,43.56,,meadoma99w,0,18,16,1.125,EA,2,label1,Y,1089,2428,569,755,114,374,404,855,1259,547,741,329,590,121,2861,996,2363,624,807,181,530,353,821,1174,615,700,347,601,133,2797,0,0.529,0.706,0.353,6950
ATL,10,teaslni01w,1,10,10,234,39,2,15,17,35,9,1,12,28,30,12,10,8,17,7,0,23.4,3.9,3.5,1.7,0.9,0.1,1.2,2.8,40.0,41.17647058823529,80.0,0.2,1.5,G,72.0,169.0,North Carolina,,1979-03-22,44.56,,meadoma99w,0,18,16,1.125,EA,2,label1,Y,1089,2428,569,755,114,374,404,855,1259,547,741,329,590,121,2861,996,2363,624,807,181,530,353,821,1174,615,700,347,601,133,2797,0,0.529,0.706,0.353,6950
ATL,10,youngta01w,1,11,0,73,30,6,8,14,5,6,1,9,9,27,9,17,11,5,1,0,6.636363636363637,2.727272727272727,0.4545454545454545,1.2727272727272727,0.5454545454545454,0.0909090909090909,0.8181818181818182,0.8181818181818182,33.33333333333333,20.0,64.70588235294117,0.5454545454545454,0.7272727272727273,F,74.0,166.0,James Madison,,1986-10-30,36.95,,meadoma99w,0,18,16,1.125,EA,2,label1,Y,1089,2428,569,755,114,374,404,855,1259,547,741,329,590,121,2861,996,2363,624,807,181,530,353,821,1174,615,700,347,601,133,2797,0,0.529,0.706,0.353,6950
CHA,1,bauerca01w,0,29,18,398,76,20,36,56,14,8,3,28,72,72,29,21,18,1,0,1,13.724137931034482,2.6206896551724137,0.4827586206896552,1.9310344827586208,0.2758620689655172,0.1034482758620689,0.9655172413793104,2.4827586206896552,40.27777777777778,0.0,85.71428571428571,0.6896551724137931,1.2413793103448276,F-C,76.0,180.0,Montana State,,1972-06-27,51.29,,dunntr01wc,0,8,24,0.3333333333333333,EA,8,label0,N,812,1903,431,577,131,386,305,630,935,551,713,222,496,90,2186,879,1930,533,716,138,423,326,664,990,596,596,259,426,123,2429,0,0.25,0.312,0.188,6475
CHA,1,brazian01w,0,22,3,203,51,16,18,34,5,5,0,17,24,49,19,19,13,0,0,0,9.227272727272728,2.3181818181818183,0.2272727272727272,1.5454545454545454,0.2272727272727272,0.0,0.7727272727272727,1.0909090909090908,38.775510204081634,0.0,68.42105263157895,0.7272727272727273,0.8181818181818182,F,74.0,169.0,Texas Tech,,1976-09-18,47.06,,dunntr01wc,0,8,24,0.3333333333333333,EA,8,label0,N,812,1903,431,577,131,386,305,630,935,551,713,222,496,90,2186,879,1930,533,716,138,423,326,664,990,596,596,259,426,123,2429,0,0.25,0.312,0.188,6475
CHA,1,enissh01w,0,12,9,323,139,21,24,45,10,10,1,16,30,104,41,60,46,32,11,0,26.916666666666668,11.583333333333334,0.8333333333333334,3.75,0.8333333333333334,0.0833333333333333,1.3333333333333333,2.5,39.42307692307692,34.375,76.66666666666667,1.75,2.0,F-C,73.0,185.0,Alabama,,1974-12-03,48.85,,dunntr01wc,0,8,24,0.3333333333333333,EA,8,label0,N,812,1903,431,577,131,386,305,630,935,551,713,222,496,90,2186,879,1930,533,716,138,423,326,664,990,596,596,259,426,123,2429,0,0.25,0.312,0.188,6475
CHA,1,erbsu01w,0,29,0,275,92,26,37,63,10,8,6,17,68,73,32,43,28,1,0,0,9.482758620689657,3.1724137931034484,0.3448275862068966,2.1724137931034484,0.2758620689655172,0.2068965517241379,0.5862068965517241,2.3448275862068964,43.83561643835616,0.0,65.11627906976744,0.896551724137931,1.2758620689655171,C,78.0,240.0,North Carolina State,,1977-07-25,46.21,,dunntr01wc,0,8,24,0.3333333333333333,EA,8,label0,N,812,1903,431,577,131,386,305,630,935,551,713,222,496,90,2186,879,1930,533,716,138,423,326,664,990,596,596,259,426,123,2429,0,0.25,0.312,0.188,6475
CHA,1,hillec01w,0,26,0,213,39,8,15,23,14,5,1,25,33,56,16,5,2,22,5,0,8.192307692307692,1.5,0.5384615384615384,0.8846153846153846,0.1923076923076923,0.0384615384615384,0.9615384615384616,1.2692307692307692,28.57142857142857,22.727272727272727,40.0,0.3076923076923077,0.5769230769230769,G,67.0,173.0,Northern Illinois,,1971-04-06,52.51,,dunntr01wc,0,8,24,0.3333333333333333,EA,8,label0,N,812,1903,431,577,131,386,305,630,935,551,713,222,496,90,2186,879,1930,533,716,138,423,326,664,990,596,596,259,426,123,2429,0,0.25,0.312,0.188,6475
CHA,1,johnsni01w,0,6,0,78,26,0,4,4,11,4,0,9,3,17,9,6,6,5,2,0,13.0,4.333333333333333,1.8333333333333333,0.6666666666666666,0.6666666666666666,0.0,1.5,0.5,52.94117647058824,40.0,100.0,0.0,0.6666666666666666,G,69.0,146.0,Alabama,,1973-02-07,50.67,,dunntr01wc,0,8,24,0.3333333333333333,EA,8,label0,N,812,1903,431,577,131,386,305,630,935,551,713,222,496,90,2186,879,1930,533,716,138,423,326,664,990,596,596,259,426,123,2429,0,0.25,0.312,0.188,6475
CHA,1,jonesla01w,0,9,0,54,19,0,5,5,2,0,1,4,5,19,8,2,1,6,2,0,6.0,2.111111111111111,0.2222222222222222,0.5555555555555556,0.0,0.1111111111111111,0.4444444444444444,0.5555555555555556,42.10526315789473,33.33333333333333,50.0,0.0,0.5555555555555556,G,73.0,180.0,Ohio State,,1977-07-24,46.21,,dunntr01wc,0,8,24,0.3333333333333333,EA,8,label0,N,812,1903,431,577,131,386,305,630,935,551,713,222,496,90,2186,879,1930,533,716,138,423,326,664,990,596,596,259,426,123,2429,0,0.25,0.312,0.188,6475
CHA,1,mapprh01w,0,30,30,856,357,60,145,205,64,30,24,59,112,300,138,88,73,22,8,3,28.53333333333333,11.9,2.1333333333333333,6.833333333333333,1.0,0.8,1.9666666666666663,3.733333333333333,46.0,36.36363636363637,82.95454545454545,2.0,4.833333333333333,C,74.0,190.0,North Carolina State,,1969-10-13,53.99,,dunntr01wc,0,8,24,0.3333333333333333,EA,8,label0,N,812,1903,431,577,131,386,305,630,935,551,713,222,496,90,2186,879,1930,533,716,138,423,326,664,990,596,596,259,426,123,2429,0,0.25,0.312,0.188,6475
CHA,1,reidtr01w,0,29,17,620,211,45,55,100,29,14,9,51,47,180,86,72,39,2,0,1,21.379310344827587,7.275862068965517,1.0,3.4482758620689653,0.4827586206896552,0.3103448275862069,1.7586206896551724,1.6206896551724137,47.77777777777778,0.0,54.16666666666666,1.5517241379310345,1.896551724137931,F,71.0,150.0,North Carolina,,1976-11-01,46.94,,dunntr01wc,0,8,24,0.3333333333333333,EA,8,label0,N,812,1903,431,577,131,386,305,630,935,551,713,222,496,90,2186,879,1930,533,716,138,423,326,664,990,596,596,259,426,123,2429,0,0.25,0.312,0.188,6475
CHA,1,smithch02w,0,30,7,659,156,29,77,106,55,15,17,48,88,159,56,25,20,76,24,2,21.966666666666665,5.2,1.8333333333333333,3.533333333333333,0.5,0.5666666666666667,1.6,2.933333333333333,35.22012578616352,31.57894736842105,80.0,0.9666666666666668,2.566666666666667,F,70.0,145.0,Stanford,,1975-05-02,48.44,,dunntr01wc,0,8,24,0.3333333333333333,EA,8,label0,N,812,1903,431,577,131,386,305,630,935,551,713,222,496,90,2186,879,1930,533,716,138,423,326,664,990,596,596,259,426,123,2429,0,0.25,0.312,0.188,6475
CHA,1,staleda01w,0,32,32,1099,282,21,56,77,190,37,1,91,80,253,94,74,65,88,29,1,34.34375,8.8125,5.9375,2.40625,1.15625,0.03125,2.84375,2.5,37.15415019762846,32.95454545454545,87.83783783783784,0.65625,1.75,G,66.0,134.0,Virginia,,1970-05-04,53.44,,dunntr01wc,0,8,24,0.3333333333333333,EA,8,label0,N,812,1903,431,577,131,386,305,630,935,551,713,222,496,90,2186,879,1930,533,716,138,423,326,664,990,596,596,259,426,123,2429,0,0.25,0.312,0.188,6475
CHA,1,stinsan01w,0,32,32,1123,565,35,101,136,121,55,23,86,77,463,214,134,99,106,38,0,35.09375,17.65625,3.78125,4.25,1.71875,0.71875,2.6875,2.40625,46.220302375809936,35.84905660377358,73.88059701492537,1.09375,3.15625,G,70.0,158.0,North Carolina State,,1967-11-25,55.88,,dunntr01wc,0,8,24,0.3333333333333333,EA,8,label0,N,812,1903,431,577,131,386,305,630,935,551,713,222,496,90,2186,879,1930,533,716,138,423,326,664,990,596,596,259,426,123,2429,0,0.25,0.312,0.188,6475
CHA,1,traviti01w,0,32,12,574,173,24,57,81,26,31,4,32,74,158,70,28,21,25,12,0,17.9375,5.40625,0.8125,2.53125,0.96875,0.125,1.0,2.3125,44.303797468354425,48.0,75.0,0.75,1.78125,G-F,71.0,145.0,Flordia,,1978-03-20,45.56,,dunntr01wc,0,8,24,0.3333333333333333,EA,8,label0,N,812,1903,431,577,131,386,305,630,935,551,713,222,496,90,2186,879,1930,533,716,138,423,326,664,990,596,596,259,426,123,2429,0,0.25,0.312,0.188,6475
CHA,2,anderke01w,0,18,0,102,12,3,12,15,14,6,0,17,8,16,2,10,8,2,0,0,5.666666666666667,0.6666666666666666,0.7777777777777778,0.8333333333333334,0.3333333333333333,0.0,0.9444444444444444,0.4444444444444444,12.5,0.0,80.0,0.1666666666666666,0.6666666666666666,G,67.0,125.0,Wisconsin,,1974-05-17,49.4,,donovan99w,0,18,14,1.2857142857142858,EA,4,label3,Y,746,1780,410,528,153,428,309,639,948,467,605,217,474,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,0,0.562,0.688,0.438,6500
CHA,2,bristre01w,0,1,0,5,0,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,G,70.0,139.0,Arizona,,1978-02-10,45.66,,donovan99w,0,18,14,1.2857142857142858,EA,4,label3,Y,746,1780,410,528,153,428,309,639,948,467,605,217,474,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,0,0.562,0.688,0.438,6500
CHA,2,edwarto01w,2,22,0,372,100,11,32,43,30,14,6,40,49,100,34,37,27,22,5,0,16.90909090909091,4.545454545454546,1.3636363636363635,1.9545454545454544,0.6363636363636364,0.2727272727272727,1.818181818181818,2.227272727272727,34.0,22.727272727272727,72.97297297297297,0.5,1.4545454545454546,G,70.0,160.0,Tennessee,,1968-03-13,55.58,,donovan99w,0,18,14,1.2857142857142858,EA,4,label3,Y,746,1780,410,528,153,428,309,639,948,467,605,217,474,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,0,0.562,0.688,0.438,6500
CHA,2,enissh01w,0,32,11,623,191,48,65,113,14,10,5,36,60,158,66,63,45,31,14,0,19.46875,5.96875,0.4375,3.53125,0.3125,0.15625,1.125,1.875,41.77215189873418,45.16129032258064,71.42857142857143,1.5,2.03125,F-C,73.0,185.0,Alabama,,1974-12-03,48.85,,donovan99w,0,18,14,1.2857142857142858,EA,4,label3,Y,746,1780,410,528,153,428,309,639,948,467,605,217,474,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,0,0.562,0.688,0.438,6500
CHA,2,erbsu01w,0,18,0,148,54,8,27,35,4,1,5,10,23,42,18,21,18,0,0,0,8.222222222222221,3.0,0.2222222222222222,1.9444444444444444,0.0555555555555555,0.2777777777777778,0.5555555555555556,1.2777777777777777,42.85714285714285,0.0,85.71428571428571,0.4444444444444444,1.5,C,78.0,240.0,North Carolina State,,1977-07-25,46.21,,donovan99w,0,18,14,1.2857142857142858,EA,4,label3,Y,746,1780,410,528,153,428,309,639,948,467,605,217,474,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,0,0.562,0.688,0.438,6500
