tmID,year,coachID,coachStint,confID,playerID,stint,lgID
SEA,11,aglerbr99w,0,WE,jacksla01w,0,WNBA
SEA,11,aglerbr99w,0,WE,kobryew01w,0,WNBA
SEA,11,aglerbr99w,0,WE,littlca01w,0,WNBA
SEA,11,aglerbr99w,0,WE,quiglal01w,0,WNBA
SEA,11,aglerbr99w,0,WE,robinas01w,0,WNBA
SEA,11,aglerbr99w,0,WE,smithka01w,0,WNBA
SEA,11,aglerbr99w,0,WE,snellbe01w,0,WNBA
SEA,11,aglerbr99w,0,WE,thomakr01w,0,WNBA
SEA,11,aglerbr99w,0,WE,willile01w,0,WNBA
SEA,11,aglerbr99w,0,WE,wrighta01w,0,WNBA
TUL,11,edwarte01w,0,WE,ayimmi01w,0,WNBA
TUL,11,edwarte01w,0,WE,camba01w,0,WNBA
TUL,11,edwarte01w,0,WE,chriska02w,0,WNBA
TUL,11,edwarte01w,0,WE,hodgedo01w,0,WNBA
TUL,11,edwarte01w,0,WE,holtam01w,0,WNBA
TUL,11,edwarte01w,0,WE,jacksti02w,0,WNBA
TUL,11,edwarte01w,0,WE,jonesma01w,0,WNBA
TUL,11,edwarte01w,0,WE,lacyje01w,0,WNBA
TUL,11,edwarte01w,0,WE,lattaiv01w,0,WNBA
TUL,11,edwarte01w,0,WE,lennobe01w,0,WNBA
TUL,11,edwarte01w,0,WE,monroja01w,0,WNBA
TUL,11,edwarte01w,0,WE,olajuab01w,0,WNBA
TUL,11,edwarte01w,0,WE,pederka01w,0,WNBA
TUL,11,edwarte01w,0,WE,reedch01w,0,WNBA
TUL,11,edwarte01w,0,WE,rileyan01w,0,WNBA
TUL,11,edwarte01w,0,WE,swoopsh01w,0,WNBA
TUL,11,richano99w,0,WE,ayimmi01w,0,WNBA
TUL,11,richano99w,0,WE,camba01w,0,WNBA
TUL,11,richano99w,0,WE,chriska02w,0,WNBA
TUL,11,richano99w,0,WE,hodgedo01w,0,WNBA
TUL,11,richano99w,0,WE,holtam01w,0,WNBA
TUL,11,richano99w,0,WE,jacksti02w,0,WNBA
TUL,11,richano99w,0,WE,jonesma01w,0,WNBA
TUL,11,richano99w,0,WE,lacyje01w,0,WNBA
TUL,11,richano99w,0,WE,lattaiv01w,0,WNBA
TUL,11,richano99w,0,WE,lennobe01w,0,WNBA
TUL,11,richano99w,0,WE,monroja01w,0,WNBA
TUL,11,richano99w,0,WE,olajuab01w,0,WNBA
TUL,11,richano99w,0,WE,pederka01w,0,WNBA
TUL,11,richano99w,0,WE,reedch01w,0,WNBA
TUL,11,richano99w,0,WE,rileyan01w,0,WNBA
TUL,11,richano99w,0,WE,swoopsh01w,0,WNBA
WAS,11,laceytr99w,0,EA,ajavoma01w,0,WNBA
WAS,11,laceytr99w,0,EA,anosini01w,0,WNBA
WAS,11,laceytr99w,0,EA,cheekjo01w,0,WNBA
WAS,11,laceytr99w,0,EA,chriska02w,0,WNBA
WAS,11,laceytr99w,0,EA,colemma01w,0,WNBA
WAS,11,laceytr99w,0,EA,currimo01w,0,WNBA
WAS,11,laceytr99w,0,EA,dunlavi01w,0,WNBA
WAS,11,laceytr99w,0,EA,gardike01w,0,WNBA
WAS,11,laceytr99w,0,EA,langhcr01w,0,WNBA
WAS,11,laceytr99w,0,EA,milleke01w,0,WNBA
WAS,11,laceytr99w,0,EA,phillta02w,0,WNBA
WAS,11,laceytr99w,0,EA,thomaja01w,0,WNBA
WAS,11,laceytr99w,0,EA,walkede01w,0,WNBA
